"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
ROBOTRON_2084,,238600ac6d57821b15985beda3020014cd2b774a,,,,,,,,,,,,,,,,,,,,,
Robox,,280021c6d0bfbee01cfe7e4712cf6e269d86f15e,,,"The ROBOX Incident",,"ROBOX Incident, The",,1987,"ANALOG Computing",us,,[k-file],,,,,,,,,,
Robox,,280021c6d0bfbee01cfe7e4712cf6e269d86f15e,,,"The ROBOX Incident",,"ROBOX Incident, The",,1987,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Rock 'n' Rhythim",,6a0eb00285974ada95bec86b1a162c8ed296722a,,,"Rock 'n' Rhythm",,,,1984,"Spinnaker Software",us,,,,,,,,,,,,
"Rocket Repairman - The Further Adventures of Cavern Commander",,9bb7f48b902f898c07c0339be7cefe2f57881a2c,,,,,,,1986,"Red Rat Software",gb,,,,,,,,,,,,
Rockford,,34d51b2f5cd96dcd531a3267e2725740347ce91e,,,,,,,1988,Mastertronic,gb,,[k-file],,,,,M.A.D.,,"Atlantis Software",,,
Rockman,,7b7dfb696b6f263cbb194f82f49df72e560f70c8,,,,,,(pl),1995,Mirage,,,[k-file],,,,,"Mr. Bacardi",,,,,
Rockman,,7b7dfb696b6f263cbb194f82f49df72e560f70c8,,,,,,(pl),1995,Mirage,,,[k-file],,,,,"Mr. Bacardi",,,,,
ROCKMAN_FIX_LOADER_APE,,d46108a03fcd76e68bc1467904c042a1c5fead5e,,,,,,,,,,,,,,,,,,,,,
ROCKMAN_FIX_LOADER_EMU,,fc44366c5c5d81af56c995cc755fefc76875abac,,,,,,,,,,,,,,,,,,,,,
ROCKMAN_ORIGINAL__ONLY_CAS2,,afc49ff8fe4507c06fa93c019194d755e399dc8c,,,,,,,,,,,,,,,,,,,,,
Rocks!,,022690a25f76478b3557dcac4553e6232e944334,,,,,,,19xx,"ANALOG Computing",us,,[k-file],,,,,,,,,,
Rocks!,,8ba9c3d4e5e8654dbcf0d76bd2740d6c362dd666,,,,,,,19xx,"ANALOG Computing",us,,,,,,,,,,,,
"Rodent Revenge",,4b7ce5dbca7a1705ef8946d2c141c6f76c4330be,,,,,,,,,,,,,,,,,,,,,
Roderic,,ed97f4f998bd76948004ebd6df956b182ddc9c80,,,,,,,1991,Mirage,pl,,[BASIC],,,,,,,,,,
Roderic,,f8c6eedc5dd19d9bfe260a77e2bd82520be8a7d8,,,,,,(b),,,,,,,,,,,,,,,
Roderic,,621b280a861421e82c5b7c74e471aaada3a2b96d,,,,,,,,,,,,,,,,,,,,,
Roderic,,38527c99cc5f3e73fd078b9930e54b4b18cec04f,,,,,,,,,,,,,,,,,,,,,
Rogue,,4da4dce147ef804fc83afbcd31b28bff283c5b63,,,,,,,1988,Mastertronic,gb,a,"a 1; [k-file]",,,,,,,,,,
"Roll 'Em",,1a1cd60ccc4ff039b0e71f42003b6aa9dcbbbc4b,,,Roll'em,,,,19xx,,,,[k-file],,,,,,,,,,
"Rome And The Barbarians",,45154c498d7b0aeea882854ff20eb53cfdb2e39b,,,,,,,19xx,"Krentek Software",us,,"[req OSb]; [k-file]",,,,,"Bit Cruncher",,,,,
"Rome And The Barbarians",,45154c498d7b0aeea882854ff20eb53cfdb2e39b,,,,,,,19xx,"Krentek Software",us,,"[req OSb]; [k-file]",,,,,"Bit Cruncher",,,,,
"Rommel - Battles for Tobruk - Disk 1",,fbb8e49f6e006ee58048c36db10378c6e4f68084,,,,,,,,,,,,,,,,,,,,,
"Rommel - Battles for Tobruk - Disk 2",,7d517d600b09a5fea7dd6a75ebca568117382824,,,,,,,,,,,,,,,,,,,,,
"Rosens Brigade",,eeb8be6a6d4d5bd790a4d3933cefd1c5a99ab6ff,,,"Rosen's Brigade",,,,1983,"Gentry Software",us,,[k-file],,,,,,,,,,
"Rosens Brigade",,eeb8be6a6d4d5bd790a4d3933cefd1c5a99ab6ff,,,"Rosen's Brigade",,,,1983,"Gentry Software",us,,[k-file],,,,,,,,,,
"Rough Rider",,f373dcd70beaa56ab7301522e6a30e2b6d303e98,,,,,,,1983,"General Masters",,,[k-file],,,,,,,,,,
"Rough Rider",,f373dcd70beaa56ab7301522e6a30e2b6d303e98,,,,,,,1983,"General Masters",,,[k-file],,,,,,,,,,
Roulette,,bc29d576013f0be36903b4893a7be5199264f12b,,,,,,,19xx,Antic,us,,[k-file],,,,,,,,,,
Roulette,,bc29d576013f0be36903b4893a7be5199264f12b,,,,,,,19xx,Antic,us,,[k-file],,,,,,,,,,
Roulette,,de50bfd4afcdc955cd8ebdae516b83680779fad6,,,,,,,,,,,,,,,,,,,,,
"Round About",,cd5b0d0a06c5e5fde16ca3f1adeef87e0a28a6ed,,,,,,,1983,Datamost,us,,[k-file],,,,,,,,,,
"Round About",,63e4e34a5a3e61a7aa2b95c78b3515092312c326,,,,,,,1983,Datamost,us,,,,,,,,,,,,
"Round Up",,3b89e515e1bec2166b50f593c5a96e87606f2cdc,,,,,,,1983,"ANALOG Computing",us,,[k-file],,,,,,,,,,
"Round Up",,3b89e515e1bec2166b50f593c5a96e87606f2cdc,,,,,,,1983,"ANALOG Computing",us,,[k-file],,,,,,,,,,
Roundabout,,63e4e34a5a3e61a7aa2b95c78b3515092312c326,,,"Round About",,,,1983,Datamost,us,,,,,,,,,,,,
Rozbitek,,028894783b54ab7ab3e1a50d6fffcb01a9d2647c,,,,,,,,,,,,,,,,,,,,,
"Rubber Ball",,efb65a7f1a0106b8c8dd9700df9dc8f1fa0cf7b8,,,,,,,,,,,,,,,,,,,,,
RUCH_CZAS_NALADOW_W_POLU_EL,,6085ce8bb6d8d135d9cefff3add40928028022bd,,,,,,,,,,,,,,,,,,,,,
RUCH_CZAS_W_POLU_MAGN_CLOAD,,1979ebc879d9e72bb9837725535d1e6fa1729eba,,,,,,,,,,,,,,,,,,,,,
Rucu,,8b2581c9141f479d915122a450fc0db7f22d4846,,,,,,,1992,"L.K. Avalon",pl,,,,,,,,,"GSL - LBS",,,
RUCU_FIX_LOADER,,4a1e09eecbc2b128ec6dd501e9085036fec20cbc,,,,,,,,,,,,,,,,,,,,,
RUCU_ORIGINAL_,,80716a4339da166682a6a2f4b77076dcd375dd78,,,,,,,,,,,,,,,,,,,,,
"Ruff And Reddy",,aa1fb3e63723b3ebf09b1358639cf13f74b63068,,,,,,,1990,"Hi-Tec Software",gb,,[k-file],,,,,KSL,,,,,
"Ruff And Reddy",,aa1fb3e63723b3ebf09b1358639cf13f74b63068,,,,,,,1990,"Hi-Tec Software",gb,,[k-file],,,,,KSL,,,,,
Ruleta,,9bda4d65ac075c4a1b4f267aea6e1e66cd37bf7c,,,,,,(cs),2001,"Petr Svoboda",,,,,,,,,,,,,
"Rum Runner",,6baec8c7d78fdceb7b69df29bca98de16fb47d60,,,,,,,1982,"Genesis Software",us,,[k-file],,,,,,,,,,
"Rum Runner",,6baec8c7d78fdceb7b69df29bca98de16fb47d60,,,,,,,1982,"Genesis Software",us,,[k-file],,,,,,,,,,
"Run For It",,3487c39887ec30609129a4f47fe3e35501b42cf6,,,,,,(v1),,,,,,,,,,,,,,,
"Run For It",,0996756b1554f04fa92c8a45432270f0a0a29bf2,,,,,,,19xx,"Weekly Reader Family Software",us,,,,,,,,,,,,
"Run For It",,0996756b1554f04fa92c8a45432270f0a0a29bf2,,,,,,,19xx,"Weekly Reader Family Software",us,,,,,,,,,,,,
"Run For The Money",,bdc3126dcfb3b885329d6fd00a9ec5134fa763c9,,,,,,,1984,"Scarborough Systems",us,,,,,,,,,,,,
"Run For The Money",,bdc3126dcfb3b885329d6fd00a9ec5134fa763c9,,,,,,,1984,"Scarborough Systems",us,,,,,,,,,,,,
"Runic Cross, The",,980d30e01b95cf8f8d708cb047d512bd7a456f1c,,,"The Runic Cross",,"Runic Cross, The",,19xx,"Mike McCuen",,,,,,,,"Max the Fiend",,,,,
Runner,,090aab896b946bb32dbc58dec4e7515adb546d43,,,,,,,,,,,,,,,,,,,,,
"Rush Hour",,74419a24e78c64b0e52552b94f3287a13f98f468,,,,,,,1983,APX,us,,[k-file],,,,,,,,,,
Rycerz,,4b37a19118044b5dc6d8e6ec63b15e5f1c6ea05f,,,,,,,1993,Mirage,pl,,,,,,,,,,,,
"Rychle Sipy",,2333cb635d7af8a9bf9ff719073582fb356e3ba9,,,,,,(cs),1990,S.I.S.,,,,,,,,,,,,,
"Rychle Sipy",,a2ff78b0595fabad2f2eecf2a888c1a646fe3eeb,,,,,,,,,,,,,,,,,,,,,
"Rychle Sipy I",,2333cb635d7af8a9bf9ff719073582fb356e3ba9,,,"Rychle Sipy",,,(cs),1990,S.I.S.,,,,,,,,,,,,,
RYTHMIZER_AAREA_,,05712f945a5058683b8a2c49b697951e8cfd67ab,,,"Rythmizer AT1",,,,1986,Munsie,,,,,,,,,,,,,
Rzekotka,,68d3511fc92f49364e12a46edbed053a696b619a,,,,,,(pl),19xx,"Jacek Binkul",,,,,,,,,,,,,
"S.O.S. Mangan",,5812d8420eaa40ff4f4fdcb2be31f05feace7306,,,,,,"(en); (PD); (Side B)",1987,"Hexasoft Productions",de,,,,,,,,,,,,
"S.O.S. Mangan",,950735605ba82d72026b995723c148a2e4f55789,,,,,,"(en); (PD); (Side A)",1987,"Hexasoft Productions",de,,,,,,,,,,,,
"S.O.S. Mangan",,5812d8420eaa40ff4f4fdcb2be31f05feace7306,,,,,,"(en); (PD); (Side B)",1987,"Hexasoft Productions",de,,,,,,,,,,,,
"S.O.S. Mangan",,950735605ba82d72026b995723c148a2e4f55789,,,,,,"(en); (PD); (Side A)",1987,"Hexasoft Productions",de,,,,,,,,,,,,
Sabotage,,e620793b2ad8c2d6cb8ac56deda8dc61b7fd61ae,,,,,,,,,,,,,,,,,,,,,
Saddleman,,510be9119dcf708fe1bbd9225df159a310bec67e,,,,,,,198x,Atari,fr,,,,,,,N.A.P.O.,,,,,
Saddleman,,510be9119dcf708fe1bbd9225df159a310bec67e,,,,,,,198x,Atari,fr,,,,,,,N.A.P.O.,,,,,
Saddleman,,adb79ff378375fdc256d17308a0aa1c9ed23ad71,,,,,,,198x,Atari,fr,,,,,,,,,,,,
SAFARI,,d93598949b515fc1007777ca859f2bb0e6e45ac8,,,,,,,,,,,,,,,,,,,,,
"Saigon The Final Days",,4ca127f9093b74c17bfc3ce41644b2f496b4b2f3,,,"Other Ventures #1 - Saigon the Final Days",,,,1982,"Adventure International",us,,[k-file],,,,,,,,,,
"Saigon the Final Days - Disk 1",,317eef667c72ca9314e99ed1b1920f8406bdaa97,,,,,,,,,,,,,,,,,,,,,
"Saigon the Final Days - Disk 2",,2fc6c623d4754f5affed0e6a15c0061f59f7f593,,,,,,,,,,,,,,,,,,,,,
"Salmon Run",,e53c14ce0a4960c2e12d1c35170a257c83ba419a,,,,,,,1982,APX,us,a,"a 1; [k-file]",,,,,,,,,,
"Salmon Run",,b5c400c06cef1a22f732618efdc38db815318860,,,,,,,1982,APX,us,,[k-file],,,,,,,,,,
"Salmon Run",,b5c400c06cef1a22f732618efdc38db815318860,,,,,,,1982,APX,us,,[k-file],,,,,,,,,,
Sam,,62321fd0526f404436df136150dee4cf4f79179a,,,,,,,,,,,,,,,,,,,,,
Samotnik,,caf307464250e1810c7ae5252bc93d9bb092d44e,,,,,,(pl),19xx,,,,[k-file],,,,,,,,,,
Samotnik,,3ba6037a13e79bc5db55d827e75004c0fcbb74a9,,,,,,(pl),19xx,,,,,,,,,,,,,,
Samotnik,,d92df76d35838be04a6b82540443bb851a5e3066,,,,,,,,,,,,,,,,,,,,,
"Samurai's Game",,5706b9512ecb31d7e8e2f8523b42d25ffb1beee9,,,,,,,1992,"Krysal Software",pl,,[k-file],,,,,Aura,,,,,
"Samurai's Game",,5706b9512ecb31d7e8e2f8523b42d25ffb1beee9,,,,,,,1992,"Krysal Software",pl,,[k-file],,,,,Aura,,,,,
Samuraj,,527268cc5b19cf99e0c856e01e3853c14f0ea45a,,,,,,,,,,,,,,,,,,,,,
"San Francisco 1906",,4095f65f11f467b7c39b47d521ac0cbd18b57c65,,,"Other Ventures #4 - San Francisco 1906",,,,1981,"Adventure International",us,,,,,,,,,,,,
"San Francisco 1906",,5d157fea4bebb6e3e51974e88c80bef43aea3ba9,,,"Other Ventures #4 - San Francisco 1906",,,,1982,"Adventure International",gb,,[k-file],,,,,,,Mergatroid,,,
"Sanctified Quest for Power",,91fab58abf4452ecdaea304ed985411608683e13,,,,,,,1986,,,,[BASIC],,,,,,,,,,
"Sands Of Egypt, The",,000adab162e1ec3969113b2cf47670b4504620aa,,,"The Sands of Egypt",,"Sands of Egypt, The",,1982,Datasoft,us,,"[req OSb]",,,,,,,,,,
"Sands Of Egypt, The",,000adab162e1ec3969113b2cf47670b4504620aa,,,"The Sands of Egypt",,"Sands of Egypt, The",,1982,Datasoft,us,,"[req OSb]",,,,,,,,,,
"Sandy New Version",,afe0b77631e0904dfdde2f1365274af9810cd005,,,,,,,,,,,,,,,,,,,,,
"Sandy v3.2",,cc5cc12ab3aafbcea6d064e6da513d44f4dd43a9,,,Sandy,,,"v 3.2",1996,"Datri Software",cz,,[k-file],,,,,,,,,,
Saper,,232b8a66ee0d122148f190ff052f69761300fc47,,,"Saper X1",,,,1991,Xe-Team,pl,,"[Saper hack]; [k-file]",,,,,,,,,,
Saper,,3a2fc950f82a7ac53b8a42643b4f1c0f15c24274,,,,,,,1991,"L.K. Avalon",pl,,,,,,,,,,,,
Saper,,b7299fc9f62a55dc0e0a93cadec6d1dee12ccfae,,,,,,,1991,"L.K. Avalon",pl,,[k-file],,,,,"Turtle Soft",,,,,
"Saper Konstruktor",,f6e731f365baf32c3b9a897e9c4df3f662c85629,,,,,,"Copyright Public Domain",1992,"Silver Software",pl,,[k-file],,,,,,,,,,
"Saper Konstruktor",,f6e731f365baf32c3b9a897e9c4df3f662c85629,,,,,,"Copyright Public Domain",1992,"Silver Software",pl,,[k-file],,,,,,,,,,
"Saper X1",,232b8a66ee0d122148f190ff052f69761300fc47,,,,,,,1991,Xe-Team,pl,,"[Saper hack]; [k-file]",,,,,,,,,,
SAPER_FIX_LOADER,,cf78521838d460498de01ff778d4c1e746a884ad,,,,,,,,,,,,,,,,,,,,,
SAPER_ORIGINAL_,,3d4e91545b073115e5ebed52686c26ed629a4b85,,,,,,,,,,,,,,,,,,,,,
Saracen,,4e072c506833f822bd91ad084b668867a21f4e36,,,,,,"(Side A)",1987,Datasoft,us,,,,,,,,,,,,
Saracen,,5287e4c6438364b7e7d47431369d2435c565ec1e,,,,,,"(Side B)",1987,Datasoft,us,,,,,,,,,,,,
Saracen,,5287e4c6438364b7e7d47431369d2435c565ec1e,,,,,,"(Side B)",1987,Datasoft,us,,,,,,,,,,,,
Saracen,,4e072c506833f822bd91ad084b668867a21f4e36,,,,,,"(Side A)",1987,Datasoft,us,,,,,,,,,,,,
Saratoga,,4b59c1d993ab69963b537e838fe1daab68742836,,,,,,,1983,"Paul Wehner",us,,[k-file],,,,,,,,,,
Saratoga,,4b59c1d993ab69963b537e838fe1daab68742836,,,,,,,1983,"Paul Wehner",us,,[k-file],,,,,,,,,,
Saratoga,,deca5dab2a8613d2fff35fbac68f85891a27041b,,,,,,,1983,"Paul Wehner",us,,"[compressed]; [k-file]",,,,,,,,,,
"Sargon II",,58b01e0a1baf328623dcc22a4e0957b42c14ec4e,,,,,,,1982,"Hayden Software",us,,[k-file],,,,,,,,,,
"Sargon II",,58b01e0a1baf328623dcc22a4e0957b42c14ec4e,,,,,,,1982,"Hayden Software",us,,[k-file],,,,,,,,,,
"Sargon III",,a24c196e1306c010828f5191b8b8d618dc40dd50,,,,,,,1985,"Hayden Software",us,,[k-file],,,,,,,,,,
"Sargon III",,a24c196e1306c010828f5191b8b8d618dc40dd50,,,,,,,1985,"Hayden Software",us,,[k-file],,,,,,,,,,
SARGON_2,,0c23f038c0d0f3d2a4f680819338e690693a4904,,,,,,,,,,,,,,,,,,,,,
"Satan's Hollow",,a09a01aff6525612189af89482599de3238c00aa,,,,,,,1982,"CBS Software",us,,[k-file],,,,,,,,,,
"Satan's Hollow",,abbf64a0b8bc3da4729ae8ae8ac0966d2831e9de,,,,,,,1982,"CBS Software",us,,[k-file],,,,,,,Dusty,,,
"Satan's Hollow",,7c25228d9fd90321a8945e014125001037311c60,,,,,,,1982,"CBS Software",us,,,,Wizard,,,,,Dusty,,,
"Saucer Adventure",,05271d93866550ef0bc7092614402818c6864b6e,,,,,,,19xx,,,,,,,,,,,,,,
"Savage Pond",,f0a61a56a6a1b6792d3c2c075ad80ff6fb56acbd,,,,,,,1983,"Starcade Software",us,,[k-file],,,,,,,,,,
"Savage Pond",,f0a61a56a6a1b6792d3c2c075ad80ff6fb56acbd,,,,,,,1983,"Starcade Software",us,,[k-file],,,,,,,,,,
"Save New York City -Basic",,033549bf0e58d3462fc2f99529b23593ff1c217e,,,,,,,,,,,,,,,,,,,,,
"Scare Monger",,5ec80ffd4563bdcafa5a9fb08840f0104f3fde86,,,,,,,,,,,,,,,,,,,,,
"Scare Monger - The Special Edition",,3ab1212fb3a4f3fddf4df1d2ca698d34cfbe98cf,,,,,,,,,,,,,,,,,,,,,
Schatzjaeger,,e13a3b3400961b1ddf3eadea766bc7bbfa296030,,,,,,,,,,,,,,,,,,,,,
Schiessen,,eaef341ed1d849d0e9bd490cca06139c71c6c94c,,,,,,,,,,,,,,,,,,,,,
"Schloss des Grauens",,cccc565cd33689b07545b8b4f7fff872bd470576,,,,,,,,,,,,,,,,,,,,,
Schreckenstein,,9ec867dd4527ead6ba7f5e7e1c1e5a76aed5cd22,,,,,,,1985,Ariolasoft,de,,,,,,,1,,,,,
Schreckenstein,,4fd73917a1e186d82b6608bf7470b5ec60d948df,,,,,,(v1),,,,,,,,,,,,,,,
Schreckenstein,,9ec867dd4527ead6ba7f5e7e1c1e5a76aed5cd22,,,,,,,1985,Ariolasoft,de,,,,,,,1,,,,,
SCIANA_CLOAD_,,5c1e8c9e94bb31d3065acfaf9cc36347bdcb4056,,,,,,,,,,,,,,,,,,,,,
"Science Review - Light -basic",,35606628a214f149c9665f2ab81bb789077b1130,,,,,,,,,,,,,,,,,,,,,
Scooter,,9703fdcbb8a2d551b6e6fc72c84deed58442a90f,,,,,,,1985,"Americana Software",gb,,[k-file],,,,,,,,,,
Scooter,,ecf7a4a3c015b4b86ab1c4be6c008237e15d4e67,,,,,,,1985,"Americana Software",gb,,[k-file],,,,,"Atari Sysops Alliance",,,,,
Scooter,,b3c12eadfe26c4b8750fd030a291a7729228ce65,,,,,,,,,,,,,,,,,,,,,
"Scorch build 110",,83b0635d4359896aca8df463dbc10ed7fdbba454,,,,,,,2003,,,,[k-file],,,,,,,,,,
"Score Four",,ffad2974392487ca623f93704960afa3a63d6330,,,"Score 4",,,,19xx,"Henry Katzmarek",,,[k-file],,,,,,,,,,
Score4,,ffad2974392487ca623f93704960afa3a63d6330,,,"Score 4",,,,19xx,"Henry Katzmarek",,,[k-file],,,,,,,,,,
Scrabble,,9b5cf9ad55fdca8faaeb36aba2ffe7625311c9be,,,,,,,,,,,,,,,,,,,,,
scram,,eddf3ce1be0246a4a84d714b61fe6e8281690d27,,,,,,,,,,,,,,,,,,,,,
"Scramble Fighter",,701bee6e171d17b750b3c2c6ea6a2ab36640f510,,,,,,,1986,"Atari User",gb,,,,,,,,,,,,
"Scramble Fighter",,701bee6e171d17b750b3c2c6ea6a2ab36640f510,,,,,,,1986,"Atari User",gb,,,,,,,,,,,,
"Screaming Wings",,f3215f56c37a1ce7148a33634f84809381912363,,,,,,,1986,"Red Rat Software",gb,,,,,,,,,,,,
"Screaming Wings",,bfd8efd89e7f62336344329629b454be6ebe556e,,,,,,,1986,"Red Rat Software",gb,,,,Le'Al,,,,,,,,
"Screaming Wings",,f3215f56c37a1ce7148a33634f84809381912363,,,,,,,1986,"Red Rat Software",gb,,,,,,,,,,,,
"Screaming Wings",,adc4981a29872d3096a265676620969f24876bea,,,,,,,1986,"Red Rat Software",gb,,[k-file],,,,,N.A.P.O.,,,,,
SCREAMING_WINGS,,5eb3bacd1447f36356b0f6f6b6c0313a261a4766,,,,,,,,,,,,,,,,,,,,,
Screwlight,,18c5c96763cba38c180e4a9fb615df1e3cdca5f3,,,,,,,1990,"Seban Software",pl,,"[Heartlight hack]; [k-file]",,,,,,,,,,
Screwlight,,18c5c96763cba38c180e4a9fb615df1e3cdca5f3,,,,,,,1990,"Seban Software",pl,,"[Heartlight hack]; [k-file]",,,,,,,,,,
Screwlight,,e6201026c1f77b51433a41041f43171534486f2d,,,,,,,1990,"Seban Software",pl,a,"a 1; [Heartlight hack]; [k-file]",,,,,,,,,,
Scrids,,7a2fd501f8a95ec82f6c466eb3c9c518767c0a7c,,,,,,,,,,,,,,,,,,,,,
"Scrolls Of Abadon, The",,8aac74a9a2301f3ebe93157b10e9d0531f484555,,,"The Scrolls of Abadon",,"Scrolls of Abadon, The",,1984,"Access Software",us,,,,,,,,,,,,
"Scrolls Of Abadon, The",,efd752b07e6833f148c373dfdebcf70c6a74e391,,,"The Scrolls of Abadon",,"Scrolls of Abadon, The",,1984,"Access Software",us,,[k-file],,,,,"The Master",,,,,
"Scrolls Of Abadon, The",,90ae879a7c08223836ec740821f4135d52795ad0,,,"The Scrolls of Abadon",,"Scrolls of Abadon, The",,1984,"Access Software",us,,,,,,,"Jedi Knight",,,,,
"Scrolls Of Abadon, The",,4c45afa2044b082c0355a29b0e86acf2e6d90cec,,,"The Scrolls of Abadon",,"Scrolls of Abadon, The",,1984,"Access Software",us,,[k-file],,,,,,,,,,
SCROLLS_OF_ABADON_ATAREX_,,e8f3e8c3d44330b168fcbd1505626e23dc14359a,,,,,,,,,,,,,,,,,,,,,
"SDI I Adventure",,30e29286e9415e8d57d4275aee577ee9c9a2076e,,,,,,,19xx,SDI,de,,,,,,,,,,,,
"Sea Bandit",,d316612d0bcc44ee17a7998ce5824e79c1346af4,,,,,,,1983,"Gentry Software",us,a,"a 1; [k-file]",,,,,,,,,,
"Sea Bandit",,59b449f278c588e0ded6cfa37c38f37ddd6335b3,,,,,,,1983,"Gentry Software",us,,[k-file],,,,,,,,,,
"Sea Bandit",,d316612d0bcc44ee17a7998ce5824e79c1346af4,,,,,,,1983,"Gentry Software",us,a,"a 1; [k-file]",,,,,,,,,,
"Sea Chase",,ce4255a965fd1cee14dd39741253b14a045f319c,,,,,,,1983,Romox,us,a,"a 1",,,,,,,,,,
"Sea Chase",,ce4255a965fd1cee14dd39741253b14a045f319c,,,,,,,1983,Romox,us,a,"a 1",,,,,,,,,,
"Sea Chase",,d2ca342b71afe8a791270fee852c27d6300a6b67,,,,,,,1983,Romox,us,,[k-file],,,,,,,,,,
"Sea Dragon",,81981b0c4934d7f772cb13d4804a8dc1c0cb380c,,,,,,"v 2.0",1982,"Adventure International",us,,,,,,,,,,,,
"Sea Dragon",,607a5fce8a45749b5efc0f1faa395a4b7d445a87,,,,,,,1982,"Adventure International",us,,[k-file],,,,,,,"Todd Solomon",,,
"Sea Dragon",,58188939df560305a27db9831b4c7fbc9a686fed,,,,,,"v 1.0",1982,"Adventure International",us,,[k-file],,,,,,,,,,
"Sea Dragon v2.0",,81981b0c4934d7f772cb13d4804a8dc1c0cb380c,,,"Sea Dragon",,,"v 2.0",1982,"Adventure International",us,,,,,,,,,,,,
"Sea Dragon vC2.1",,35ba41029d69aada04f3b9145f2e8e76acc815da,,,,,,,1982,"Adventure International",us,,[k-file],,,,,,,,,,
"Sea Fighter",,3566ac08bc42bca8f50e4b9225f28c29a2ebfa03,,,,,,(PAL),1989,"Secret Games",de,,,,,,,,,,,,
"Sea Fighter",,3566ac08bc42bca8f50e4b9225f28c29a2ebfa03,,,,,,(PAL),1989,"Secret Games",de,,,,,,,,,,,,
"Sea Horses",,346176531f09f0d82f4f2b0ce9005bedc7b7c821,,,"Sea Horse Hide'n Seek",,,,1984,"CBS Software",us,,[k-file],,,,,,,,,,
Seafox,,f1b398f3ba6d14d1e54118357b18112184368c43,,,,,,,1982,Broderbund,us,,[k-file],,,,,,,,,,
Seafox,,f1b398f3ba6d14d1e54118357b18112184368c43,,,,,,,1982,Broderbund,us,,[k-file],,,,,,,,,,
Seahorses,,346176531f09f0d82f4f2b0ce9005bedc7b7c821,,,"Sea Horse Hide'n Seek",,,,1984,"CBS Software",us,,[k-file],,,,,,,,,,
"Search for the Jewel of Strenght",,c30089191baa27129ae348451d8e24fa5ae44cd8,,,,,,"Copyright Public Domain; (Side B)",1987,"Kevin Haley",,,[BASIC],,,,,,,,,,
"Search for the Jewel of Strenght",,dcb49cc61243f7ce9b216325fc13b78b19ccf5ad,,,,,,"Copyright Public Domain; (Side A)",1987,"Kevin Haley",,,[BASIC],,,,,,,,,,
Seastalker,,bf5f861cf196bc0f635a7c715b83c2e80ca1322c,,,,,,"(Side A)",1984,Infocom,us,,,,,,,,,,,,
Seastalker,,bf5f861cf196bc0f635a7c715b83c2e80ca1322c,,,,,,"(Side A)",1984,Infocom,us,,,,,,,,,,,,
Seastalker,,7da1b85e54a806e4c379957d510b0f8b4d75c394,,,,,,"(Side B)",1984,Infocom,us,,,,,,,,,,,,
Seastalker,,7da1b85e54a806e4c379957d510b0f8b4d75c394,,,,,,"(Side B)",1984,Infocom,us,,,,,,,,,,,,
"Seattle Puget Sound Disk #21 - Max's Adventure",,03f732ebcc8d91becada32ea59d21d1ad1db2b80,,,,,,,1985/01,,,,[BASIC],,,,,,,,,,
"Seawolf II",,008a54c3b0533a4241e3478d49f0da7793e1bdb6,,,,,,,1983,Epyx,us,a,"a rcade classics; [k-file]",,,,,,,,,,
"Seawolf II",,008a54c3b0533a4241e3478d49f0da7793e1bdb6,,,,,,,1983,Epyx,us,a,"a rcade classics; [k-file]",,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,31d79dc7681c973e1e19e2de13be60465952ec04,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Part 2 of 4)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,232c37c4d4db21d646c09cd5f3b63d5002526e8f,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Part 3 of 4)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,8f85e46b2f71bb803aa2026e88d0caf6e5ba6442,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Part 1 of 4)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,e2e39d1f1c9e5e6fb5c64cb833c15689b37ea01c,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Side A)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,c7b0f2d4af9166d2c9072a92de0da75f6811e889,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Side B)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Diary Of Adrian Mole, The",,8afd07be7088b8070f4fa5b9d83dcb4fcb484c38,,,"The Secret Diary of Adrian Mole",,"Secret Diary of Adrian Mole, The","(Part 4 of 4)",1985,"Mosaic Publishing",gb,,,,,,,,,,,,
"Secret Nuclear Factory",,0daa23dde08c9595bd67cf56ddfa33342abfcbbf,,,"Navy Battle",,,,19xx,,,b,"b 1",,,,,,,,,,
"See-Saw Scramble",,848aadfa0b72241a8fb829bb2134083b13053d9e,,,,,,,1983,"Romik Software",gb,a,"a 1; [k-file]",,,,,,,,,,
